NPI,Prescriber,Specialty,City,Total Claims,Total Cost,Cost Per Claim,Specialty p95,Outlier Status,Outlier Cost,Priority Group,Priority Rank,Prescribers In Specialty
1003987553,Call,Optometry,Grand Junction,154,22768.79,147.85,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1003989633,Meyer,Ophthalmology,Durango,377,54561.62,144.73,297.81,Within specialty norm,0.0,Other qualifying specialty,16,315
1003989856,Howe,Otolaryngology,Pueblo,18,550.46,30.58,54.82,Within specialty norm,0.0,Other qualifying specialty,35,176
1003997586,Olson,Family Practice,Aurora,431,24112.55,55.95,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1003999392,Hasselback,Dentist,Monument,62,299.13,4.82,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013001171,Davis,Dentist,Thornton,159,992.08,6.24,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013001486,Converse,Cardiology,Durango,1872,340014.57,181.63,481.64,Within specialty norm,0.0,Top 8 priority segment,8,205
1013004589,Murphy,Internal Medicine,Golden,164,36672.15,223.61,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1013007699,Borges,Medical Oncology,Aurora,48,5725.11,119.27,5622.5,Within specialty norm,0.0,Other qualifying specialty,10,76
1013007780,Kirkpatrick,Allergy/ Immunology,Aurora,13,563929.23,43379.17,1789.93,Above own specialty 95th pct,563929.23,Other qualifying specialty,22,69
1013019108,Tomajko,Physician Assistant,Lafayette,44,173.77,3.95,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013022789,Rieple,Optometry,Centennial,674,19715.32,29.25,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1013024439,Murphy,Otolaryngology,Aspen,371,5988.06,16.14,54.82,Within specialty norm,0.0,Other qualifying specialty,35,176
1013024678,Spaulding,Internal Medicine,Colorado Springs,38,145.65,3.83,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1013027903,Damek,Family Practice,Lafayette,4553,298217.08,65.5,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1013033638,Moritz,Physician Assistant,Lafayette,18,45.39,2.52,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013034289,Zeitlin,Dentist,Arvada,78,307.93,3.95,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013035971,Eskins,Internal Medicine,Denver,295,6182.19,20.96,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1013044056,Hsu,Family Practice,Parker,4036,152072.69,37.68,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1013063601,Yazdani,Internal Medicine,Greenwood Village,69,8326.81,120.68,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1013063783,Raff,Cardiology,Lafayette,3501,1097596.75,313.51,481.64,Within specialty norm,0.0,Top 8 priority segment,8,205
1013067560,Thomas,Dentist,Colorado Springs,18,39.21,2.18,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013069566,Helzer,Physician Assistant,Wheat Ridge,150,924039.63,6160.26,537.98,Above own specialty 95th pct,924039.63,Top 8 priority segment,2,3010
1013075423,Anderson,Physician Assistant,Thornton,1752,146491.02,83.61,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013084888,Trautner,Psychiatry & Neurology,Durango,83,1857.76,22.38,598.69,Within specialty norm,0.0,Other qualifying specialty,32,175
1013086479,Ford Rottman,Optometry,Grand Junction,15,63.42,4.23,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1013090224,Chansky,Family Practice,Glenwood Springs,24,154.78,6.45,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1013093517,Gustafson,Family Practice,Grand Junction,1688,108123.16,64.05,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1013101146,Reavis,Otolaryngology,Colorado Springs,281,3854.22,13.72,54.82,Within specialty norm,0.0,Other qualifying specialty,35,176
1013105105,Bland,Physician Assistant,Broomfield,968,47394.87,48.96,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013108299,Ethridge,Plastic and Reconstructive Surgery,Fort Collins,27,114.15,4.23,16.19,Within specialty norm,0.0,Other qualifying specialty,46,38
1013113547,Panah,Internal Medicine,Greeley,20,224.15,11.21,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1013115989,Pyle,Nephrology,Aurora,658,83525.08,126.94,421.35,Within specialty norm,0.0,Other qualifying specialty,23,117
1013117092,Richter,Urology,Pueblo,3118,1260221.33,404.18,1044.36,Within specialty norm,0.0,Top 8 priority segment,6,178
1013117506,Just,Physician Assistant,Centennial,109,569.56,5.23,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013125939,Bost,Internal Medicine,Lamar,27,289.53,10.72,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1013131093,Acevedo,Dentist,Westminster,27,190.56,7.06,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013146729,Christensen,Emergency Medicine,Castle Pines,21,73.58,3.5,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1013165752,Cole,Physician Assistant,Golden,2606,149539.74,57.38,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013166719,Marchetti,Nurse Practitioner,Parker,3011,116949.32,38.84,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013170968,Russell,Oral Surgery (Dentist only),Centennial,113,520.68,4.61,8.13,Within specialty norm,0.0,Other qualifying specialty,45,125
1013177526,Marzolf,Family Practice,Montrose,3144,202519.18,64.41,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1013178508,Calcagno,Gastroenterology,Pueblo,641,35861.82,55.95,1942.43,Within specialty norm,0.0,Other qualifying specialty,13,235
1013188663,Long,Certified Clinical Nurse Specialist,Denver,1620,76813.14,47.42,685.45,Within specialty norm,0.0,Other qualifying specialty,18,45
1013200872,Jackson,Hospitalist,Denver,53,11725.66,221.24,330.61,Within specialty norm,0.0,Other qualifying specialty,31,258
1013203850,Saune,Family Practice,Colorado Springs,3216,286026.91,88.94,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1013206317,Pollard,Podiatry,Castle Rock,172,1908.81,11.1,55.71,Within specialty norm,0.0,Other qualifying specialty,38,171
1013206622,Liesmaki,Family Practice,Denver,1735,72054.04,41.53,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1013207588,Patki,Otolaryngology,Denver,287,9848.27,34.31,54.82,Within specialty norm,0.0,Other qualifying specialty,35,176
1013207968,Jafari,Dentist,Denver,16,51.65,3.23,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013210038,Strickland,Certified Clinical Nurse Specialist,Denver,54,19614.84,363.24,685.45,Within specialty norm,0.0,Other qualifying specialty,18,45
1013210376,Press,Physical Medicine and Rehabilitation,Englewood,166,8396.59,50.58,172.51,Within specialty norm,0.0,Other qualifying specialty,25,176
1013211788,Schwarz,Psychiatry,Aurora,405,63259.56,156.2,314.64,Within specialty norm,0.0,Other qualifying specialty,20,278
1013219278,Hampton,Family Practice,Fort Collins,203,7476.36,36.83,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1013220565,Mitas,Nurse Practitioner,Lafayette,1138,16627.92,14.61,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013226828,Obrien,Physician Assistant,Aurora,13,196.93,15.15,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013229798,Clyman,Neuropsychiatry,Aurora,223,4893.2,21.94,275.17,Within specialty norm,0.0,Other qualifying specialty,41,42
1013234517,Ramharack,Internal Medicine,Westminster,32,3740.34,116.89,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1013236025,Campbell,Dentist,Westminster,317,1973.09,6.22,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013241694,Stewart,Physician Assistant,Durango,92,552.55,6.01,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013242460,Neill,Physician Assistant,Golden,3593,224372.09,62.45,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013245190,Williams,Rheumatology,Montrose,1038,18537.9,17.86,2310.67,Within specialty norm,0.0,Other qualifying specialty,11,89
1013247808,Chapman,Nurse Practitioner,Aurora,2881,184323.96,63.98,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013250240,Taylor,Ophthalmology,Colorado Springs,481,10414.68,21.65,297.81,Within specialty norm,0.0,Other qualifying specialty,16,315
1013255991,Noble,Ophthalmology,Longmont,429,35927.44,83.75,297.81,Within specialty norm,0.0,Other qualifying specialty,16,315
1013258631,Soden,Psychiatry,Aurora,448,61179.38,136.56,314.64,Within specialty norm,0.0,Other qualifying specialty,20,278
1013259431,Ingalsbe,Emergency Medicine,Denver,161,1417.1,8.8,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1013259704,Koransky,Psychiatry,Denver,2588,453696.99,175.31,314.64,Within specialty norm,0.0,Other qualifying specialty,20,278
1013266675,Walker,Physician Assistant,Northglenn,664,46205.99,69.59,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013270545,Patel,Family Practice,Parker,136,7707.41,56.67,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1013272350,Kurtz,Psychiatry,Colorado Springs,822,42980.71,52.29,314.64,Within specialty norm,0.0,Other qualifying specialty,20,278
1013272871,Villegas,Physician Assistant,Westminster,2306,182651.04,79.21,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013273036,Avallone,Urology,Aurora,2587,1711744.5,661.67,1044.36,Within specialty norm,0.0,Top 8 priority segment,6,178
1013273457,Murphy,Emergency Medicine,Colorado Springs,29,96.14,3.32,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1013279884,Trainor,Physical Medicine and Rehabilitation,Greenwood Village,668,28367.68,42.47,172.51,Within specialty norm,0.0,Other qualifying specialty,25,176
1013283167,Cook,Physician Assistant,Aurora,195,1581.65,8.11,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013283241,Flynn,Nurse Practitioner,Pueblo,3654,381563.03,104.42,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013286269,Manganello,Nurse Practitioner,Durango,196,9585.52,48.91,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013293760,Willison,Dentist,Fort Collins,205,931.25,4.54,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013301068,Levinsky,General Surgery,Loveland,42,107.57,2.56,75.42,Within specialty norm,0.0,Other qualifying specialty,30,284
1013307834,Mudroch,Infectious Disease,Aurora,24,511.22,21.3,3093.78,Within specialty norm,0.0,Other qualifying specialty,19,98
1013311216,Dahlberg,Nurse Practitioner,Arvada,1040,166310.61,159.91,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013322577,Robin,Radiation Oncology,Aurora,253,234206.02,925.72,901.74,Above own specialty 95th pct,234206.02,Other qualifying specialty,26,63
1013328988,Maas,Dentist,Greeley,192,966.35,5.03,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013335793,Sorensen,Emergency Medicine,Denver,61,215.15,3.53,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1013336452,Riva,Neuropsychiatry,Denver,95,4200.54,44.22,275.17,Within specialty norm,0.0,Other qualifying specialty,41,42
1013342476,Gaubatz,Dentist,Denver,34,120.63,3.55,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013350149,Chavez-Miller,Nurse Practitioner,La Jara,2347,289782.8,123.47,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013353762,Hillmann,Podiatry,Denver,87,1630.87,18.75,55.71,Within specialty norm,0.0,Other qualifying specialty,38,171
1013354885,Mcnab,Emergency Medicine,Fort Collins,194,959.08,4.94,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1013356534,Gero,Emergency Medicine,Cortez,30,169.22,5.64,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1013357292,Ward,Family Practice,Lakewood,12,90.96,7.58,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1013358985,Ivey,Oral Surgery (Dentist only),Centennial,520,2520.92,4.85,8.13,Within specialty norm,0.0,Other qualifying specialty,45,125
1013359496,Perkins,Physician Assistant,Granby,1560,72720.88,46.62,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013359876,Burtwistle,Dentist,Monument,11,22.8,2.07,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013366905,Abbott,Physician Assistant,Colorado Springs,116,554.04,4.78,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013367507,Logue,Nurse Practitioner,Fort Collins,95,9592.01,100.97,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013369107,Jones Ketter,Family Practice,Longmont,1617,97488.97,60.29,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1013369255,Champion,Nurse Practitioner,Centennial,580,217091.05,374.29,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013379098,Roberts,Pediatric Medicine,Denver,68,4995.36,73.46,9952.17,Within specialty norm,0.0,Other qualifying specialty,27,37
1013384759,Chestnut,Dentist,Parker,34,178.49,5.25,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013387851,Klooster,Nurse Practitioner,Westminster,3635,255368.68,70.25,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013393040,Slone,Nurse Practitioner,Wheat Ridge,52,409.59,7.88,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013399120,Flood,Nephrology,Aurora,567,21508.04,37.93,421.35,Within specialty norm,0.0,Other qualifying specialty,23,117
1013400308,Nguyen,Dentist,Aurora,140,486.26,3.47,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013401744,Shroff,Dentist,Centennial,15,44.55,2.97,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013401967,Arinder,Physician Assistant,Pueblo,2140,174738.72,81.65,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013402916,Connick-Baldwin,Dentist,Steamboat Springs,13,45.27,3.48,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013403625,Leehan,Physician Assistant,Colorado Springs,88,849.61,9.65,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013411628,Fanucchi,Obstetrics & Gynecology,Longmont,20,1724.44,86.22,248.28,Within specialty norm,0.0,Other qualifying specialty,24,410
1013414077,Wirfs,Emergency Medicine,Denver,95,5902.19,62.13,47.7,Above own specialty 95th pct,5902.19,Other qualifying specialty,21,708
1013421890,Lamb,Nurse Practitioner,Colorado Springs,134,1088.65,8.12,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013423565,Thomas,Physician Assistant,Colorado Springs,285,6025.21,21.14,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013428101,Buelt,Physician Assistant,Denver,233,5021.98,21.55,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013429513,Lewis,Nurse Practitioner,Denver,221,67686.65,306.27,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013430347,Dickmann,Dentist,Superior,11,31.85,2.9,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013430651,Blomquist,Dentist,Colorado Springs,50,183.93,3.68,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1013437029,Deibert,Ophthalmology,Boulder,456,12054.77,26.44,297.81,Within specialty norm,0.0,Other qualifying specialty,16,315
1013439330,Bond,Nurse Practitioner,Aurora,540,10385.46,19.23,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013443787,Litchman,Dermatology,Lone Tree,194,2865.54,14.77,777.79,Within specialty norm,0.0,Other qualifying specialty,15,278
1013460344,Walsh,Physician Assistant,Golden,60,139.01,2.32,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013466713,Read,Nurse Practitioner,Lafayette,41,346.56,8.45,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013467240,Smith,Physician Assistant,Loveland,2740,326132.96,119.03,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013470996,Gadbaw,Psychiatry,Aurora,295,4283.26,14.52,314.64,Within specialty norm,0.0,Other qualifying specialty,20,278
1013475847,Reiff,Nurse Practitioner,Denver,150,1861.98,12.41,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013481647,Tamburrino,Physician Assistant,Denver,1760,49795.41,28.29,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013486299,Martinez,Nurse Practitioner,Pueblo,828,323075.29,390.19,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013488865,Zipperer,Physician Assistant,Frisco,323,2910.41,9.01,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013491646,Turner,Nurse Practitioner,Golden,6042,681380.97,112.77,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013493220,Mondie,Family Practice,Denver,239,28661.96,119.92,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1013494947,Ziesenheim,Physician Assistant,Centennial,13,745.25,57.33,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013504786,Campo,Physician Assistant,Wheat Ridge,351,4666.18,13.29,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013506229,Michalek,Physician Assistant,Grand Junction,16,30.51,1.91,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013507730,Larson,Physician Assistant,Denver,198,13449.83,67.93,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1013533538,Schoenfeld,Emergency Medicine,Greenwood Village,94,617.25,6.57,47.7,Within specialty norm,0.0,Other qualifying specialty,21,708
1013536101,Campa,Student in an Organized Health Care Education/Training Program,Aurora,49,154.54,3.15,304.46,Within specialty norm,0.0,Other qualifying specialty,36,235
1013544816,Eigenberger,Psychiatry,Fort Collins,24,264.42,11.02,314.64,Within specialty norm,0.0,Other qualifying specialty,20,278
1013545078,Ongechi,Nurse Practitioner,Aurora,11,287.61,26.15,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1013545789,Oltmanns,Family Practice,Littleton,1476,55011.15,37.27,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1013549435,Waterman,Physician Assistant,Denver,17,92.8,5.46,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
